#Source_Name,ASSOC_GAM,ASSOC_TEV,CLASS,ASSOC1,ASSOC2,Flags
4FGL J1823.5-3020,3FGL J1823.7-3019,,PSR,PSR J1823-3021A,,0
4FGL J1823.6-3453,3FHL J1823.6-3454,,bcu,NVSS J182338-345412,,0
4FGL J1823.8-3544,,,,,,0
4FGL J1824.1+5651,3FHL J1824.0+5651,,bll,4C +56.27,,0
4FGL J1824.1+1013,3FGL J1824.0+1017,,PSR,PSR J1824+1014,,0
4FGL J1824.2+1231,,,,,,0
4FGL J1824.2-0621,3FHL J1824.3-0621,,,,,0
4FGL J1824.2-5427,3FGL J1824.2-5427,,,,,0
4FGL J1824.5+0107,,,,,,0
4FGL J1824.5+4311,3FHL J1824.5+4310,,bcu,1RXS J182418.7+430954,,0
4FGL J1824.5-1351e,3FHL J1824.5-1351e,HESS J1825-137,PWN,HESS J1825-137,,4
4FGL J1824.6-2452,3FGL J1824.6-2451,,PSR,PSR J1824-2452A,,0
4FGL J1824.7-3243,,,agn,PKS 1821-327,,2
4FGL J1824.7+2403,,,,,,0
4FGL J1825.1-5231,3FGL J1825.2-5230,,bcu,PKS 1821-525,,0
4FGL J1825.9-3153,,,,,,0
4FGL J1825.9-5614,,,,,,0
4FGL J1826.0-5037,,,bcu,SUMSS J182551-503914,,0
4FGL J1826.1-1256,3FHL J1826.1-1256,HESS J1826-130,PSR,PSR J1826-1256,,0
4FGL J1826.2-1450,3FHL J1826.2-1451,LS 5039,HMB,LS 5039,,512
4FGL J1826.2-2830,,,,,,1
4FGL J1826.5-1202,,,,,,4
4FGL J1827.2+4303,,,,,,0
4FGL J1827.4-1445,3FGL J1827.3-1446,,PSR,PSR J1827-1446,,2048
4FGL J1827.5+2015,,,,,,0
4FGL J1827.5+1141,3FGL J1827.7+1141,,,,,0
4FGL J1827.6-0849,3FGL J1827.6-0846,,PSR,PSR J1827-0849,,0
4FGL J1827.6-4029,,,bcu,1RXS J182724.8-402904,,0
4FGL J1828.0-1133,3FGL J1828.4-1121,,spp,SNR G020.0-00.2,,6
4FGL J1828.0+2634,,,,,,0
4FGL J1828.1-1312,,,,,,2
4FGL J1828.2-3252,,,,,,0
4FGL J1828.4-1059,3FGL J1828.4-1121,,PSR,PSR J1828-1101,,6
4FGL J1828.7+3230,3FGL J1829.2+3229,,bcu,B2 1826+32D,,0
4FGL J1829.0-2417,3FHL J1828.9-2416,,bcu,1RXS J182853.8-241746,,0
4FGL J1829.1+2729,3FGL J1829.2+2731,,bcu,87GB 182712.0+272717,,0
4FGL J1829.2-5813,,,fsrq,PKS 1824-582,,0
4FGL J1829.3+5402,3FHL J1829.4+5402,,bll,RX J1829.3+5403,,0
4FGL J1829.4-1256,3FGL J1829.7-1304,,spp,SNR G018.9-01.1,,2048
4FGL J1829.5+4845,3FHL J1829.4+4845,,css,3C 380,,0
4FGL J1829.6-2545,,,,,,2048
4FGL J1829.6-4310,,,,,,2049
4FGL J1829.9+3934,,,bcu,NVSS J183003+393638,,0
4FGL J1830.0-5225,,,bcu,SUMSS J183004-522618,,0
4FGL J1830.0+1324,3FHL J1830.0+1323,,bll,MG1 J183001+1323,,0
4FGL J1830.0-1515,3FHL J1830.0-1518,,,,,0
4FGL J1830.1-0212,3FGL J1829.9-0203c,,,,,4
4FGL J1830.1-1440,,,,,,6
4FGL J1830.1+0617,3FGL J1830.1+0617,,fsrq,TXS 1827+062,,0
4FGL J1830.2-4443,3FGL J1830.0-4439,,bcu,PMN J1830-4441,,0
4FGL J1830.2-1005,1FGL J1829.6-1006c,HESS J1828-099,spp,SNR G021.5-00.1,,4
4FGL J1830.7-1634,3FGL J1830.7-1630,,,,,0
4FGL J1830.7-2356,,,,,,2050
4FGL J1830.7-2713,3FGL J1831.0-2714,,bcu,PMN J1831-2714,,0
4FGL J1830.8-3132,3FGL J1830.8-3136,,,,,0
4FGL J1831.1-6503,3FGL J1831.6-6503,,,,,0
4FGL J1831.5-0935,,,PSR,PSR J1831-0952,,2053
4FGL J1831.6-0223,3FGL J1831.7-0230,,,,,0
4FGL J1831.9+3820,,,bcu,1RXS J183202.2+382132,,0
4FGL J1832.3-1433,,,spp,SNR G017.8-02.6,,2
4FGL J1832.4-0847,,HESS J1832-085,PSR,PSR J1832-0836,,0
4FGL J1832.4-0152,3FGL J1831.7-0157c,,,,,0
4FGL J1832.6-5658,3FHL J1832.8-5657,,bll,PMN J1832-5659,,0
4FGL J1832.9-0913,,HESS J1832-093,spp,SNR G022.7-00.2,,2
4FGL J1833.0-3840,,,,,,0
4FGL J1833.5-1033,3FHL J1833.6-1034,HESS J1833-105,PSR,PSR J1833-1034,,2
4FGL J1833.6-2103,3FHL J1833.6-2104,,fsrq,PKS 1830-211,,0
4FGL J1834.1-0706e,3FHL J1834.1-0706e,,SNR,SNR G024.7+00.6,,0
4FGL J1834.2+3136,3FHL J1834.2+3136,,fsrq,4C +31.51,,0
4FGL J1834.2-0827,,HESS J1832-085,,,,2
4FGL J1834.3+0613,,,,,,0
4FGL J1834.5-0846e,3FHL J1834.5-0846e,HESS J1834-087,spp,W 41,,4
4FGL J1834.7-0724,,,,,,0
4FGL J1834.9-0800,,,,,,4
4FGL J1834.9-2819,,,,,,4
4FGL J1835.3-2439,,,,,,0
4FGL J1835.5+1349,3FGL J1835.4+1349,,bll,TXS 1833+137,,0
4FGL J1835.7-3258,3FGL J1835.7-3258,,glc,NGC 6652,,0
4FGL J1836.1+1143,,,unk,87GB 183342.2+114143,,0
4FGL J1836.2+5925,3FHL J1836.3+5925,,PSR,PSR J1836+5925,,0
4FGL J1836.4+3137,3FHL J1836.4+3137,,bll,RX J1836.2+3136,,0
4FGL J1836.5+1948,,,,,,0
4FGL J1836.5-0651e,3FHL J1836.5-0651e,HESS J1837-069,pwn,HESS J1837-069,,0
4FGL J1836.8-2354,3FGL J1837.3-2403,,,,,256
4FGL J1836.8-0727,0FGL J1836.1-0727,,unk,NVSS J183652-072453,,2
4FGL J1836.9+4439,,,,,,0
4FGL J1837.0+5347,,,bcu,NVSS J183710+534704,,0
4FGL J1837.3+1052,,,,,,0
4FGL J1837.6-2904,,,NOV,V5668,,0
4FGL J1837.8-0604,3FGL J1837.9-0607,,PSR,PSR J1837-0604,,4
4FGL J1838.0-0516,,,,,,0
4FGL J1838.0-5959,3FHL J1838.1-6000,,bcu,SUMSS J183806-600033,,0
4FGL J1838.1-3352,,,,,,0
4FGL J1838.2+3223,,,,,,0
4FGL J1838.3-2148,,,unk,1RXS J183818.2-214857,,0
4FGL J1838.4-6023,,,bcu,2MASS J18382063-6025224,,0
4FGL J1838.4-0630,,,,,,6
4FGL J1838.4-0545,,,,,,0
4FGL J1838.5+3837,3FGL J1838.1+3827,,,,,0
4FGL J1838.8+4802,3FHL J1838.8+4802,,bll,GB6 J1838+4802,,0
4FGL J1838.9-3457,,,bcu,AT20G J183923-345348,,0
4FGL J1838.9-0704e,3FHL J1838.9-0704e,HESS J1837-069,pwn,HESS J1837-069,,4
4FGL J1838.9-0537,3FHL J1838.9-0537,,PSR,PSR J1838-0537,,0
4FGL J1839.0-1502,,,,,,0
4FGL J1839.4-0553,3FHL J1839.4-0553,,unk,NVSS J183922-055321,HESS J1841-055 field,0
4FGL J1840.0-0341,2FGL J1839.7-0334c,,spp,SNR G028.8+01.5,,0
4FGL J1840.0-0411,3FGL J1840.1-0412,,spp,SNR G027.8+00.6,,0
4FGL J1840.4-1705,,,,,,0
4FGL J1840.4-1139,,,,,,0
4FGL J1840.6-5545,,,bcu,LQAC 280-055,,0
4FGL J1840.8-0453e,2FGL J1841.2-0459c,,spp,Kes 73,,4
4FGL J1840.9-0532e,3FHL J1840.9-0532e,HESS J1841-055,PWN,HESS J1841-055,,4
4FGL J1841.0+6115,3FGL J1840.5+6116,,bcu,87GB 184000.4+611120,,4
4FGL J1841.3-4442,,,,,,0
4FGL J1841.3+2909,3FHL J1841.3+2909,,bll,MG3 J184126+2910,,0
4FGL J1841.6+7113,,,,,,0
4FGL J1841.8+3218,3FHL J1841.7+3217,,bll,RX J1841.7+3218,,0
4FGL J1842.1+2737,3FGL J1842.2+2742,,,,,0
4FGL J1842.2-0328,,,,,,0
4FGL J1842.2-0751,,,spp,SNR G025.1-02.3,,1
4FGL J1842.3+6810,3FGL J1842.8+6810,,fsrq,S4 1842+68,,0
4FGL J1842.4-5840,3FHL J1842.4-5841,,bcu,1RXS J184230.6-584202,,0
4FGL J1842.5-0359,3FGL J1843.0-0359c,,unk,NVSS J184240-035858,,6
4FGL J1843.3-1242,,,,,,0
4FGL J1843.4-4835,3FHL J1843.4-4835,,rdg,PKS 1839-48,,0
4FGL J1843.7-0326,3FGL J1843.7-0322,,,,,0
4FGL J1843.7-1114,3FGL J1843.6-1114,,PSR,PSR J1843-1113,,4
4FGL J1843.8-2011,,,,,,0
4FGL J1844.4+1547,3FHL J1844.4+1547,,bll,NVSS J184425+154646,,0
4FGL J1844.4-0345,3FGL J1844.3-0344,,PSR,PSR J1844-0346,,4
4FGL J1844.4-0306,1FGL J1844.3-0309c,HESS J1844-030,unk,NVSS J184431-030716,,6
4FGL J1844.8-0957,,,,,,1
4FGL J1844.8-3248,,,,,,0
4FGL J1844.9+5709,3FGL J1844.1+5709,,bll,TXS 1843+571,,0
4FGL J1845.0+1613,,,bcu,87GB 184225.9+161105,,0
4FGL J1845.0+0159,,,,,,2048
4FGL J1845.8-0831,1FGL J1846.0-0831,,spp,SNR G025.1-02.3,,4
4FGL J1845.8-2521,3FGL J1845.5-2524,,,,,0
4FGL J1846.0+0507,,,,,,0
4FGL J1846.3+0919,3FHL J1846.4+0919,,PSR,PSR J1846+0919,,0
4FGL J1846.7+7238,,,bcu,RX J1846.1+7237,,0
4FGL J1846.9-0227,1FGL J1846.8-0233c,,unk,TXS 1844-025,,6
4FGL J1846.9-0247,,,,,,2
4FGL J1847.0-0625,,,,,,1
4FGL J1847.2-0141,,HESS J1848-018,,,,6
4FGL J1847.2-0200,,,,,,1
4FGL J1847.6+5219,,,,,,0
4FGL J1847.7-3433,,,,,,0
4FGL J1848.1-4230,3FGL J1848.1-4230,,bcu,PMN J1848-4230,,0
4FGL J1848.2-0016,,,,,,258
4FGL J1848.4+3217,3FHL J1848.5+3217,,FSRQ,B2 1846+32A,,0
4FGL J1848.5+6537,3FHL J1848.4+6538,,bll,NVSS J184822+653702,,0
4FGL J1848.5+3243,3FHL J1848.5+3243,,fsrq,B2 1846+32B,,0
4FGL J1848.6-2711,,,bcu,PMN J1848-2718,,0
4FGL J1848.6-0202,,HESS J1848-018,unk,NVSS J184840-020408,,258
4FGL J1848.7-6307,,,,,,0
4FGL J1848.7-0129,0FGL J1848.6-0138,HESS J1848-018,glc,GLIMPSE01,,0
4FGL J1848.9+4247,3FHL J1848.9+4247,,bll,RGB J1848+427,,0
4FGL J1849.2-1647,3FHL J1849.2-1647,,bcu,1RXS J184919.7-164726,,0
4FGL J1849.2+6705,3FHL J1849.3+6705,,FSRQ,S4 1849+67,,0
4FGL J1849.3-6447,3FHL J1849.3-6448,,bcu,1RXS J184924.8-644933,,0
4FGL J1849.4+2745,3FGL J1849.5+2751,,bll,MG2 J184929+2748,,0
4FGL J1849.4-0056,3FHL J1849.4-0056,,snr,3C 391,,0
4FGL J1849.4-0117,3FGL J1849.5-0124c,,,,,4
4FGL J1849.4-4313,3FGL J1849.4-4312,,bll,PMN J1849-4314,,0
4FGL J1850.1-0758,,,unk,NVSS J185002-075842,,4
4FGL J1850.2-0201,,,,,,2
4FGL J1850.3-0031,3FGL J1850.5-0024,,spp,SNR G032.4+00.1,,6
4FGL J1850.5+2631,3FHL J1850.4+2631,,bll,NVSS J185023+263151,,0
4FGL J1850.8-1105,,,,,,1
4FGL J1851.5+0718,,,,,,4
4FGL J1852.2-1309,,,,,,0
4FGL J1852.4+0037e,2FGL J1852.7+0047c,,spp,Kes 79,,4
4FGL J1852.4+4856,3FHL J1852.3+4855,,fsrq,S4 1851+48,,0
4FGL J1852.6+0203,3FGL J1852.8+0158,,,,,6
4FGL J1853.2-0922,,,,,,0
4FGL J1853.3-0005,3FGL J1853.2+0006,HESS J1852-000,PSR,PSR J1853-0004,,4
4FGL J1853.3-2447,,,,,,260
4FGL J1853.6-0620,,,,,,1
4FGL J1853.8+6714,,,bll,1ES 1853+671,,0
4FGL J1853.8-1107,,,,,,256
4FGL J1854.3-3640,,,,,,0
4FGL J1854.6-6007,3FHL J1854.6-6008,,bll,PMN J1854-6009,,0
4FGL J1854.7+0153,,,,,,6
4FGL J1855.1-2243,3FGL J1855.1-2243,,glc,NGC 6717,,0
4FGL J1855.2+0756,3FHL J1855.3+0751,,,,,4
4FGL J1855.2+0456,3FGL J1855.4+0454,,,,,4
4FGL J1855.3-0740,,,,,,2050
4FGL J1855.6-3603,,,,,,1
4FGL J1855.8+0150,,,,,,5
4FGL J1855.9+0121e,3FHL J1855.9+0121e,,SNR,W 44,,0
4FGL J1855.9-1435,,,PSR,PSR J1855-1436,,0
4FGL J1856.1-1222,3FHL J1856.1-1221,,,,,4
4FGL J1856.2+0749,3FGL J1855.6+0753,,unk,NVSS J185612+075340,,2
4FGL J1856.5+1735,,,,,,0
4FGL J1857.1+0056,3FHL J1857.0+0059,,,,,4
4FGL J1857.2+0941,,,psr,PSR J1857+0943,,1
4FGL J1857.4+0106,,,,,,0
4FGL J1857.6+0143,,,PSR,PSR J1857+0143,,4
4FGL J1857.6+0212,3FGL J1857.9+0210,,spp,SNR G035.6-00.4,HESS J1857+026 field,0
4FGL J1857.7+0246e,3FHL J1857.7+0246e,HESS J1857+026,PWN,HESS J1857+026,,4
4FGL J1857.8-3220,,,,,,0
4FGL J1857.9+0313,,MAGIC J1857.6+0297,bcu,LQAC 284+003,HESS J1857+026 field,2
4FGL J1858.0+0354,3FGL J1857.9+0355,,,,,6
4FGL J1858.0-1052,,,,,,0
4FGL J1858.1-1821,,,,,,0
4FGL J1858.1+7318,3FHL J1858.4+7318,,bcu,GALEXASC J185820.26+731714.3,,0
4FGL J1858.3-2216,3FGL J1858.2-2215,,PSR,PSR J1858-2216,,2048
4FGL J1858.3-2511,3FGL J1858.4-2509,,bcu,PMN J1858-2511,,0
4FGL J1858.3-5424,3FGL J1858.0-5423,,,,,0
4FGL J1858.3+0209,3FGL J1857.9+0210,HESS J1858+020,spp,SNR G035.6-00.4,,0
4FGL J1858.3-1318,,,,,,0
4FGL J1858.3+4321,,,bcu,NVSS J185813+432452,,0
4FGL J1858.5+0640,,,unk,NVSS J185831+064016,,4
4FGL J1858.5-4446,,,,,,0
4FGL J1858.7+5708,,,bcu,87GB 185759.9+570427,,0
4FGL J1858.9+3636,,,,,,1
4FGL J1859.0+2329,,,,,,4
4FGL J1859.2-0706,,,,,,1
4FGL J1859.3+0058,3FGL J1859.6+0102,,,,,0
4FGL J1859.8+1545,,,,,,0
4FGL J1900.4-4941,,,,,,0
4FGL J1900.4+0339,3FGL J1900.8+0337,,,,,4
4FGL J1900.7+0426,3FGL J1900.3+0411c,,,,,5
4FGL J1900.9+0538,,,,,,4
4FGL J1901.1+0730,3FGL J1901.1+0728,,,,,4
4FGL J1901.4-0126,3FGL J1901.5-0126,,PSR,PSR J1901-0125,,0
4FGL J1901.5-2208,,,,,,0
4FGL J1901.5-1112,,,,,,0
4FGL J1901.7-5140,,,bcu,PMN J1901-5138,,257
4FGL J1901.8-0718,,,,,,0
4FGL J1902.0-5105,3FGL J1902.0-5107,,PSR,PSR J1902-5105,,0
4FGL J1902.2+0448,,,,,,3
4FGL J1902.4-3417,,,,,,1
4FGL J1902.5+0654,3FGL J1902.6+0655,,,,,0
4FGL J1902.7-3246,,,,,,0
4FGL J1902.9-6748,3FHL J1902.8-6748,,fsrq,PMN J1903-6749,,0
4FGL J1903.2+5540,3FHL J1903.2+5540,,bll,TXS 1902+556,,0
4FGL J1903.4-7053,3FGL J1903.6-7052,,PSR,PSR J1903-7051,,0
4FGL J1903.5-0825,,,,,,1
4FGL J1903.8+0531,,,spp,SNR G039.2-00.3,,5
4FGL J1904.0-5925,,,,,,0
4FGL J1904.1+3627,3FHL J1904.1+3627,,bll,MG2 J190411+3627,,0
4FGL J1904.6-2713,1FGL J1904.4-2725,,,,,0
4FGL J1904.7-0708,3FGL J1904.7-0708,,,,,0
4FGL J1905.2-5120,,,,,,0
4FGL J1905.8+4942,,,,,,0
4FGL J1906.0-1718,,,,,,2048
4FGL J1906.1+1651,,,,,,0
4FGL J1906.2+0631,,MGRO J1908+06,spp,SNR G040.5-00.5,,259
4FGL J1906.4-2001,,,,,,4
4FGL J1906.4-1757,,,,,,0
4FGL J1906.4+0723,,,PSR,PSR J1906+0722,,0
4FGL J1906.7+5419,,,bcu,TXS 1905+542,,0
4FGL J1906.9+0712,3FHL J1907.0+0713,,,,,0
4FGL J1907.2+0126,,,bcu,2MASS J19071198+0127091,,4
4FGL J1907.7-1232,,,bcu,NVSS J190800-123047,,0
4FGL J1907.7-4037,,,,,,0
4FGL J1907.9+0602,3FHL J1907.9+0602,MGRO J1908+06,PSR,PSR J1907+0602,,0
4FGL J1908.6+0915e,,,spp,SNR G042.8+00.6,,4
4FGL J1908.7+0812,,,,,,4
4FGL J1908.8-0131,3FGL J1908.8-0130,,,,,0
4FGL J1908.9+2103,,,PSR,PSR J1908+2105,,0
4FGL J1909.2+4646,,,,,,4
4FGL J1909.5+3511,,,bcu,TXS 1907+350,,0
4FGL J1909.7-2140,,,bcu,TXS 1906-217,,0
4FGL J1910.0-2453,,,bcu,PMN J1910-2448,,256
4FGL J1910.1-4704,,,,,,0
4FGL J1910.7-5320,3FGL J1911.1-5318,,,,,0
4FGL J1910.8+2856,3FHL J1910.8+2856,,unk,NVSS J191052+285621,,0
4FGL J1910.8-6001,3FGL J1910.7-6000,,glc,NGC 6752,,0
4FGL J1911.0+0905,3FHL J1911.0+0905,W 49B,snr,W 49B,,514
4FGL J1911.2-2006,3FHL J1911.3-2007,,fsrq,PKS B1908-201,,0
4FGL J1911.4-1908,3FHL J1911.5-1908,,bll,PMN J1911-1908,,0
4FGL J1911.4-4856,,,,,,0
4FGL J1911.5+0311,3FHL J1911.5+0310,,bcu,2MASS J19113134+0311093,,0
4FGL J1911.7+1014,,HESS J1912+101,unk,NVSS J191157+100720,,1
4FGL J1912.0+1612,2FGL J1912.0+1609,,bcu,IVS B1909+161,,0
4FGL J1912.1-0803,3FHL J1912.1-0802,,bcu,PMN J1912-0804,,0
4FGL J1912.2-3636,3FGL J1913.5-3631,,PSR,PSR J1909-3744,,0
4FGL J1912.2+3621,,,,,,0
4FGL J1912.4-1222,3FGL J1912.6-1223,,bcu,TXS 1909-124,,0
4FGL J1912.5+1320,,,,,,0
4FGL J1912.7+4610,3FGL J1912.7+4610,,,,,0
4FGL J1912.7+0957,,HESS J1912+101,,,,260
4FGL J1912.7-1250,,,bcu,1RXS J191251.7-124929,,0
4FGL J1913.0-8009,3FGL J1912.9-8008,,fsrq,PKS 1903-80,,0
4FGL J1913.3+0905,3FGL J1913.0+0910,,PSR,PSR J1913+0904,,256
4FGL J1913.3+1019,1FGL J1913.7+1007c,HESS J1912+101,PSR,PSR J1913+1011,,0
4FGL J1913.4-3629,3FGL J1913.5-3631,,bcu,PMN J1913-3630,,0
4FGL J1913.4-1526,,,,,,0
4FGL J1913.9+4439,3FHL J1914.0+4438,,bll,1RXS J191401.9+443849,,0
4FGL J1914.5+1107,,,unk,IRAS 19117+1107,,6
4FGL J1914.6-1157,,,,,,0
4FGL J1914.7+1012,,,,,,2
4FGL J1915.3+1149,,,,,,6
4FGL J1916.3+1108,3FGL J1915.9+1112,,spp,SNR G045.7-00.4,,6
4FGL J1916.7-1516,,,bcu,PMN J1916-1519,,0
4FGL J1916.8-3025,3FGL J1917.1-3024,,,,,0
4FGL J1917.6-3204,,,,,,0
4FGL J1917.7-6442,,,bcu,PMN J1917-6435,,0
4FGL J1917.7-1921,3FHL J1917.7-1921,,bll,1H 1914-194,,0
4FGL J1917.7-6930,,,bcu,PMN J1916-6928,,256
4FGL J1918.0+0331,3FHL J1917.9+0331,,unk,NVSS J191803+033032,,0
4FGL J1918.1+3752,3FHL J1918.1+3752,,bcu,1RXS J191810.2+375315,,0
4FGL J1918.1+1215,,,spp,SNR G046.8-00.3,,2053
4FGL J1918.2-4111,3FHL J1918.2-4111,,bll,PMN J1918-4111,,0
4FGL J1919.1+2354,,,,,,2048
4FGL J1919.2+0618,,,bcu,LQAC 289+006,,1
4FGL J1919.4+1313,,,,,,1
4FGL J1920.0-2622,,,,,,0
4FGL J1920.7+1334,,,,,,2049
4FGL J1920.8+0418,,,unk,TXS 1918+042,,0
4FGL J1920.9+1408,,,unk,2MASS J19210164+141003,,4
4FGL J1921.1+1930,3FGL J1921.6+1934,,,,,4
4FGL J1921.3-1231,3FHL J1921.3-1231,,bll,TXS 1918-126,,0
4FGL J1921.4+0136,3FGL J1921.2+0136,,PSR,PSR J1921+0137,,0
4FGL J1921.8-1607,3FHL J1921.8-1607,,bll,PMN J1921-1607,,0
4FGL J1922.2+2314,3FGL J1922.2+2313,,bcu,2MASS J19221223+2315210,,0
4FGL J1922.4+1453,3FGL J1921.2+1506,,,,,2
4FGL J1922.5-7453,3FHL J1922.6-7452,,bcu,1RXS J192244.1-74541,,0
4FGL J1922.5-5233,,,,,,0
4FGL J1922.7+1428,,,,,,4
4FGL J1923.2+1408e,3FHL J1923.2+1408e,W 51,SNR,W 51C,,4
4FGL J1923.4-2503,3FHL J1923.4-2502,,bcu,1RXS J192325.9-250228,,0
4FGL J1923.5-2104,3FHL J1923.5-2102,,fsrq,TXS 1920-211,,0
4FGL J1924.2-1549,3FHL J1924.2-1548,,bcu,TXS 1921-159,,0
4FGL J1924.3-5458,,,bcu,2MASS J19242340-5456503,,0
4FGL J1924.3+1601,3FGL J1925.4+1605,,,,,4
4FGL J1924.8-1035,3FGL J1924.8-1034,,,,,0
4FGL J1924.8-2914,3FHL J1924.8-2913,,fsrq,PKS B1921-293,,0
4FGL J1925.0+2815,3FHL J1925.0+2815,,unk,NVSS J192502+281542,,0
4FGL J1925.1-1019,1FGL J1925.1-1018,,bll,PMN J1925-1018,,0
4FGL J1925.1+1707,,,unk,MG2 J192501+1727,,0
4FGL J1925.2+1729,3FGL J1925.4+1727,,PSR,PSR J1925+1720,,2054
4FGL J1925.3+1522,,,,,,0
4FGL J1925.4+1616,3FHL J1925.3+1617,,,,,0
4FGL J1925.7+1227,3FGL J1925.7+1228,,bcu,TXS 1923+123,,0
4FGL J1925.8-2220,,,bll,TXS 1922-224,,0
4FGL J1926.4+1602,1FGL J1926.1+1601c,,,,,0
4FGL J1926.7+3027,,,spp,SNR G065.3+05.7,,1
4FGL J1926.8+6154,3FHL J1926.9+6154,,bll,87GB 192614.4+614823,,0
4FGL J1927.4+0251,,,,,,2052
4FGL J1927.5+0154,3FHL J1927.5+0153,,unk,NVSS J192729+015353,,0
4FGL J1927.5+6117,3FHL J1927.6+6117,,bll,S4 1926+61,,0
4FGL J1928.4+1801,,,unk,MG2 J192830+1759,,2
4FGL J1928.8+3126,,,spp,SNR G065.3+05.7,,0
4FGL J1929.0+1729,3FGL J1928.9+1739,,,,,0
4FGL J1929.4+6146,,,bcu,TXS 1928+616,,0
4FGL J1929.8+1832,,,unk,1RXS J193012.1+183201,,256
4FGL J1930.3+0911,,,,,,0
4FGL J1931.1+0937,3FHL J1931.1+0937,,bll,RX J1931.1+0937,,0
4FGL J1931.1+1656,3FGL J1931.1+1659,,,,,4
4FGL J1931.3-1556,,,bcu,PMN J1931-1558,,2048
4FGL J1932.2+2221,,,PSR,PSR J1932+2220,,0
4FGL J1932.3+1916,3FGL J1932.2+1916,,PSR,PSR J1932+1916,,0
4FGL J1933.2-4539,3FGL J1932.6-4537,,fsrq,PKS 1929-457,,0
4FGL J1933.3+0726,3FHL J1933.3+0726,,bll,1RXS J193320.3+072616,,0
4FGL J1933.4-2711,,,,,,262
4FGL J1933.9-1025,,,,,,0
4FGL J1934.2-1446,,,,,,2050
4FGL J1934.2+6002,3FGL J1934.2+6002,,bcu,GALEXASC J193419.64+600139.5,,0
4FGL J1934.2+1036,,,,,,0
4FGL J1934.3-2419,3FHL J1934.2-2419,,bcu,NVSS J193412-241922,,0
4FGL J1934.3+1859,,,spp,SNR G054.4-00.3,,0
4FGL J1934.3+6541,,,fsrq,TXS 1933+655,,0
4FGL J1935.0-0553,,,,,,0
4FGL J1935.2+2029,1FGL J1934.9+2031c,,PSR,PSR J1935+2025,,4
4FGL J1936.6+1921,,,,,,0
4FGL J1936.9-4720,3FHL J1936.9-4720,,bll,PMN J1936-4719,,0
4FGL J1937.0+8354,3FGL J1935.5+8355,,bcu,6C B194425+834912,,0
4FGL J1937.1-0444,,,,,,0
4FGL J1937.2-3958,3FGL J1937.0-3956,,fsrq,PKS 1933-400,,0
4FGL J1937.2-4217,3FGL J1936.6-4215,,bcu,PKS 1934-423,,0
4FGL J1939.5-1525,,,fsrq,PKS 1936-15,,0
4FGL J1939.6+2135,,,PSR,PSR J1939+2134,,0
4FGL J1939.7-1242,,,,,,0
4FGL J1939.8-4928,3FHL J1939.9-4927,,bcu,SUMSS J193946-492539,,0
4FGL J1940.2-2511,,,,,,0
4FGL J1941.3-6210,3FHL J1941.3-6207,,fsrq,PKS 1936-623,,0
4FGL J1941.7+7218,3FGL J1941.8+7218,,bcu,GB6 J1941+7221,,0
4FGL J1942.1+4011,,,bcu,87GB 194033.4+400351,,0
4FGL J1942.5-5827,,,bcu,SUMSS J194224-582824,,0
4FGL J1942.7+1033,3FHL J1942.7+1033,,bll,87GB 194024.3+102612,,0
4FGL J1942.8-3512,3FGL J1943.2-3510,,bll,1RXS J194306.8-351001,,4
4FGL J1943.9+2841,,,,,,1
4FGL J1944.0+2117,3FHL J1943.9+2117,HESS J1943+213,bcu,MG2 J194359+2118,,0
4FGL J1944.2+3921,3FHL J1944.2+3920,,bcu,2MASS J19440709+3920268,,0
4FGL J1944.4-4523,3FHL J1944.4-4523,,bcu,1RXS J194422.6-452326,,0
4FGL J1944.8+4301,3FGL J1944.8+4300,,,,,0
4FGL J1944.9-2143,3FHL J1944.9-2143,,bcu,1RXS J194455.3-214318,,0
4FGL J1945.1-4007,,,bcu,AT20G J194519-400557,,0
4FGL J1945.5-0153,,,bcu,PMN J1945-0153,,4
4FGL J1946.0-3112,3FGL J1945.9-3115,,bll,PKS 1942-313,,0
4FGL J1946.0+0937,3FHL J1946.0+0937,,bcu,87GB 194328.9+092856,,0
4FGL J1946.1+2436,,,unk,NVGRC J194625.5+243638,,0
4FGL J1946.5-1527,,,,,,0
4FGL J1946.5-5402,3FGL J1946.4-5403,,PSR,PSR J1946-5403,,2048
4FGL J1947.0+0031,,,,,,0
4FGL J1947.1+1729,,,,,,0
4FGL J1947.6-1121,3FGL J1947.4-1121,,,,,0
4FGL J1947.7+2744,,,pwn,PWN G63.7+1.1,,0
4FGL J1948.0-2845,,,,,,0
4FGL J1948.2+2508,,,unk,1RXS J194801.9+250302,,2050
4FGL J1948.3+1207,,,,,,0
4FGL J1948.9+3414,,,,,,0
4FGL J1949.0+1314,3FGL J1949.0+1312,,unk,87GB 194635.4+130713,,0
4FGL J1949.2-1453,3FGL J1949.5-1454,,,,,0
4FGL J1949.4+1247,,,unk,TXS 1947+126,,0
4FGL J1949.5+7311,3FGL J1945.3+7329,,bcu,CRATES J195016+731028,,0
4FGL J1949.5+0906,3FHL J1949.5+0906,,bll,1RXS J194934.1+090655,,0
4FGL J1950.6+2416,,,,,,2
4FGL J1950.6+3456,3FHL J1950.5+3457,,,,,4
4FGL J1950.8+1211,3FGL J1950.2+1215,,,,,0
4FGL J1951.0+2523,,,,,,0
4FGL J1951.3-8015,,,,,,0
